timestamp,open,high,low,close,volume
2022-10-21 00:00:00,7.517,7.655,7.04,7.289,24285.0
2022-10-22 00:00:00,7.289,7.686,7.059,7.485,15931.0
2022-10-23 00:00:00,7.485,9.333,7.381,8.891,319616.0
2022-10-24 00:00:00,8.891,10.083,8.888,9.767,167718.0
2022-10-25 00:00:00,9.767,9.922,9.254,9.55,298191.0
2022-10-26 00:00:00,9.55,9.5,8.603,8.752,177506.0
2022-10-27 00:00:00,8.752,9.27,8.671,9.199,41486.0
2022-10-28 00:00:00,9.199,9.617,8.622,8.712,73965.0
2022-10-29 00:00:00,8.712,8.8,7.939,8.151,66336.0
2022-10-30 00:00:00,8.151,8.351,7.614,7.977,112063.0
2022-10-31 00:00:00,7.977,8.359,7.666,7.802,76757.0
2022-11-01 00:00:00,7.802,8.138,7.728,7.945,42166.0
2022-11-02 00:00:00,7.945,8.3,7.845,8.199,44685.0
2022-11-03 00:00:00,8.199,8.176,7.142,7.3,126288.0
2022-11-04 00:00:00,7.3,7.55,7.2,7.232,62927.0
2022-11-05 00:00:00,7.232,7.75,7.176,7.591,50747.0
2022-11-06 00:00:00,7.591,7.944,7.6,7.679,29062.0
2022-11-07 00:00:00,7.679,8.215,7.296,7.296,120505.0
2022-11-08 00:00:00,7.296,7.458,6.785,6.96,133328.0
2022-11-09 00:00:00,6.96,6.998,4.512,5.395,115841.0
2022-11-10 00:00:00,5.395,5.2,3.528,3.893,176301.0
2022-11-11 00:00:00,3.893,5.43,3.906,5.143,1323169.0
2022-11-12 00:00:00,5.143,5.3,4.001,5.124,291049.0
2022-11-13 00:00:00,5.124,5.139,4.457,4.501,120997.0
2022-11-14 00:00:00,4.501,4.563,4.141,4.214,62884.0
2022-11-15 00:00:00,4.214,4.463,3.8,4.105,85546.0
2022-11-16 00:00:00,4.105,4.7,4.176,4.353,112876.0
2022-11-17 00:00:00,4.353,5.0,4.166,4.49,174856.0
2022-11-18 00:00:00,4.49,4.787,4.371,4.628,132520.0
2022-11-19 00:00:00,4.628,4.92,4.572,4.713,281194.0
2022-11-20 00:00:00,4.713,4.772,4.5,4.616,192947.0
2022-11-21 00:00:00,4.616,4.601,4.031,4.08,232818.0
2022-11-22 00:00:00,4.08,4.12,3.876,4.064,185910.0
2022-11-23 00:00:00,4.064,4.457,3.885,4.313,111025.0
2022-11-24 00:00:00,4.313,4.55,4.3,4.457,153763.0
2022-11-25 00:00:00,4.457,4.703,2.346,4.42,309991.0
2022-11-26 00:00:00,4.42,4.549,4.268,4.442,111647.0
2022-11-27 00:00:00,4.442,5.005,4.448,4.752,649581.0
2022-11-28 00:00:00,4.752,5.027,4.601,4.773,467761.0
2022-11-29 00:00:00,4.773,4.7,4.332,4.462,99141.0
2022-11-30 00:00:00,4.462,4.759,4.555,4.71,552846.0
2022-12-01 00:00:00,4.71,5.099,4.567,4.775,405631.0
2022-12-02 00:00:00,4.775,5.0,4.0,4.656,5087813.0
2022-12-03 00:00:00,4.656,5.1,4.548,4.895,2850772.0
2022-12-04 00:00:00,4.895,5.222,4.8,5.102,18700630.0
2022-12-05 00:00:00,5.102,5.366,5.088,5.185,16002258.0
2022-12-06 00:00:00,5.185,5.5,4.791,5.182,5185171.0
2022-12-07 00:00:00,5.182,5.6,4.9,4.99,1596761.0
2022-12-08 00:00:00,4.99,5.104,4.697,4.751,210850.0
2022-12-09 00:00:00,4.751,5.022,4.716,4.886,206504.0
2022-12-10 00:00:00,4.886,4.95,4.748,4.748,13216.0
2022-12-11 00:00:00,4.748,5.0,4.736,4.8,9821.0
2022-12-12 00:00:00,4.8,5.445,4.7,4.7,32480.0
2022-12-13 00:00:00,4.7,4.98,4.348,4.399,58893.0
2022-12-14 00:00:00,4.399,4.808,4.299,4.808,313914.0
2022-12-15 00:00:00,4.808,4.707,4.6,4.6,335.0
2022-12-16 00:00:00,4.6,4.783,4.2,4.769,4824.0
2022-12-17 00:00:00,4.769,4.768,4.001,4.001,11789.0
2022-12-18 00:00:00,4.001,4.5,4.2,4.2,523.0
2022-12-19 00:00:00,4.2,4.101,3.888,4.101,1555.0
2022-12-20 00:00:00,4.101,4.2,3.689,3.689,13735.0
2022-12-21 00:00:00,3.689,4.15,3.85,3.913,1909.0
2022-12-22 00:00:00,3.913,3.916,3.7,3.8,4765.0
2022-12-23 00:00:00,3.8,3.954,3.6,3.6,857.0
2022-12-24 00:00:00,3.6,3.9,3.626,3.626,6.0
2022-12-25 00:00:00,3.626,3.9,3.9,3.9,100.0
2022-12-26 00:00:00,3.9,3.989,3.562,3.562,1636.0
2022-12-27 00:00:00,3.562,3.62,3.62,3.62,750.0
2022-12-28 00:00:00,3.62,3.79,3.53,3.53,2212.0
2022-12-29 00:00:00,3.53,3.547,3.11,3.23,10765.0
2022-12-30 00:00:00,3.23,3.508,3.076,3.15,14091.0
2022-12-31 00:00:00,3.15,3.988,3.17,3.599,11257.0
2023-01-01 00:00:00,3.599,3.6,3.232,3.599,221.0
2023-01-02 00:00:00,3.599,3.6,3.258,3.6,1023.0
2023-01-03 00:00:00,3.6,3.8,3.311,3.726,1623181.0
2023-01-04 00:00:00,3.726,3.87,3.76,3.86,3010.0
2023-01-05 00:00:00,3.86,4.2,3.7,3.78,7969.0
2023-01-06 00:00:00,3.78,3.8,3.685,3.725,153.0
2023-01-07 00:00:00,3.725,3.876,3.65,3.866,21600.0
2023-01-08 00:00:00,3.866,3.84,3.84,3.84,1750.0
2023-01-09 00:00:00,3.84,3.8,3.773,3.773,227.0
2023-01-10 00:00:00,3.773,5.6,3.888,5.388,6963560.0
2023-01-11 00:00:00,5.388,5.988,4.846,4.9,71402.0
2023-01-12 00:00:00,4.9,5.98,5.035,5.279,18665.0
2023-01-13 00:00:00,5.279,6.6,5.032,6.503,3898647.0
2023-01-14 00:00:00,6.503,7.1,6.051,6.8,26854.0
2023-01-15 00:00:00,6.8,8.321,6.178,7.806,2897918.0
2023-01-16 00:00:00,7.806,8.977,6.701,8.0,15976.0
2023-01-17 00:00:00,8.0,9.3,7.759,7.9,1023059.0
2023-01-18 00:00:00,7.9,8.399,7.581,7.591,45897.0
2023-01-19 00:00:00,7.591,8.829,7.01,7.625,286985.0
2023-01-20 00:00:00,7.625,8.122,7.55,7.891,214459.0
2023-01-21 00:00:00,7.891,11.35,7.758,10.977,4406476.0
2023-01-22 00:00:00,10.977,13.928,10.413,11.749,417428.0
2023-01-23 00:00:00,11.749,15.0,11.771,13.323,240059.0
2023-01-24 00:00:00,13.323,15.0,12.0,12.888,95011.0
2023-01-25 00:00:00,12.888,13.615,11.56,12.356,70323.0
2023-01-26 00:00:00,12.356,18.724,12.271,18.294,378018.0
2023-01-27 00:00:00,18.294,20.09,17.202,18.191,549701.0
2023-01-28 00:00:00,18.191,18.792,17.281,17.745,204526.0
2023-01-29 00:00:00,17.745,18.999,16.338,17.784,199908.0
2023-01-30 00:00:00,17.784,19.899,17.0,18.35,235438.0
2023-01-31 00:00:00,18.35,20.312,16.001,17.246,280823.0
2023-02-01 00:00:00,17.246,17.49,16.001,16.759,198207.0
2023-02-02 00:00:00,16.759,18.389,15.595,18.232,389877.0
2023-02-03 00:00:00,18.232,18.689,16.901,17.174,472022.0
2023-02-04 00:00:00,17.174,17.499,16.529,17.12,103348.0
2023-02-05 00:00:00,17.12,17.001,16.338,16.518,119527.0
2023-02-06 00:00:00,16.518,17.1,14.812,15.44,900399.0
2023-02-07 00:00:00,15.44,15.981,14.399,14.931,693515.0
2023-02-08 00:00:00,14.931,16.239,14.929,16.085,565654.0
2023-02-09 00:00:00,16.085,16.499,14.748,15.107,392770.0
2023-02-10 00:00:00,15.107,15.07,12.338,13.365,309328.0
2023-02-11 00:00:00,13.365,13.831,12.646,13.691,94557.0
2023-02-12 00:00:00,13.691,14.554,13.281,13.934,1395249.0
2023-02-13 00:00:00,13.934,14.187,12.938,13.113,503700.0
2023-02-14 00:00:00,13.113,13.8,12.361,13.765,282386.0
2023-02-15 00:00:00,13.765,14.777,13.525,14.74,4075704.0
2023-02-16 00:00:00,14.74,16.4,14.136,15.995,176482.0
2023-02-17 00:00:00,15.995,16.677,14.605,14.765,148851.0
2023-02-18 00:00:00,14.74,14.96,14.16,14.45,205314.04
2023-02-19 00:00:00,14.45,14.81,13.8,14.11,408454.87
2023-02-20 00:00:00,14.11,14.38,13.66,14.22,241440.34
2023-02-21 00:00:00,14.22,14.27,13.06,13.45,252961.65
2023-02-22 00:00:00,13.45,13.96,12.77,13.9,501887.28
2023-02-23 00:00:00,13.9,14.15,13.23,13.46,322174.89
2023-02-24 00:00:00,13.46,13.78,12.46,12.86,300543.64
2023-02-25 00:00:00,12.86,12.89,11.53,12.26,464005.77
2023-02-26 00:00:00,12.26,12.92,12.13,12.65,178211.72
2023-02-27 00:00:00,12.65,13.04,12.12,12.38,172619.05
2023-02-28 00:00:00,12.38,12.43,11.79,11.88,209155.62
2023-03-01 00:00:00,11.88,13.45,11.84,13.44,549186.27
2023-03-02 00:00:00,13.44,13.71,12.56,12.85,387210.95
2023-03-03 00:00:00,12.85,12.87,11.34,11.74,382672.34
2023-03-04 00:00:00,11.74,11.82,10.66,11.28,198411.17
2023-03-05 00:00:00,11.28,11.51,11.04,11.18,235515.09
2023-03-06 00:00:00,11.18,11.5,10.97,11.28,279942.43
2023-03-07 00:00:00,11.28,11.71,10.69,11.12,492600.37
2023-03-08 00:00:00,11.12,11.2,10.25,10.51,200950.18
2023-03-09 00:00:00,10.51,11.46,10.45,11.11,624954.17
2023-03-10 00:00:00,11.11,11.65,9.73,10.83,804727.4
2023-03-11 00:00:00,10.83,11.21,9.979,10.5,563868.72
2023-03-12 00:00:00,10.5,12.09,10.16,11.94,500301.87
2023-03-13 00:00:00,11.94,12.76,11.43,12.36,684170.03
2023-03-14 00:00:00,12.36,14.66,12.08,13.62,1032912.4
2023-03-15 00:00:00,13.62,14.19,12.01,12.27,791884.06
2023-03-16 00:00:00,12.27,12.5,11.87,12.4,390713.31
2023-03-17 00:00:00,12.4,13.65,12.14,13.57,510065.08
2023-03-18 00:00:00,13.57,14.23,12.71,12.81,485146.58
2023-03-19 00:00:00,12.81,13.52,12.69,13.05,233050.0
2023-03-20 00:00:00,13.05,13.18,12.04,12.14,255284.84
2023-03-21 00:00:00,12.14,12.56,11.73,12.3,238201.61
2023-03-22 00:00:00,12.3,13.21,11.79,13.17,509987.27
2023-03-23 00:00:00,13.17,13.35,12.42,13.29,358052.21
2023-03-24 00:00:00,13.29,13.29,12.06,12.22,266620.75
2023-03-25 00:00:00,12.22,12.28,11.45,11.6,146173.68
2023-03-26 00:00:00,11.6,12.02,11.43,11.86,133418.0
2023-03-27 00:00:00,11.86,12.02,10.86,11.13,228112.82
2023-03-28 00:00:00,11.13,11.31,10.83,11.25,122305.67
2023-03-29 00:00:00,11.25,11.78,11.23,11.65,149308.92
2023-03-30 00:00:00,11.65,11.83,10.87,11.15,208633.29
2023-03-31 00:00:00,11.15,11.45,11.06,11.38,155922.49
2023-04-01 00:00:00,11.38,11.51,11.07,11.27,87207.16
2023-04-02 00:00:00,11.27,12.55,11.15,12.17,352556.15
2023-04-03 00:00:00,12.17,12.17,11.01,11.33,258585.0
2023-04-04 00:00:00,11.33,11.56,11.14,11.47,150693.04
2023-04-05 00:00:00,11.47,12.01,11.26,11.56,198863.1
2023-04-06 00:00:00,11.56,11.7,11.23,11.47,183938.0
2023-04-07 00:00:00,11.47,11.52,11.05,11.16,74160.44
2023-04-08 00:00:00,11.16,11.31,10.63,11.03,294977.47
2023-04-09 00:00:00,11.03,11.15,10.86,11.07,116842.64
2023-04-10 00:00:00,11.07,11.49,10.9,11.47,356715.3
2023-04-11 00:00:00,11.47,12.11,11.32,11.75,534366.5
2023-04-12 00:00:00,11.75,11.98,11.13,11.37,397580.97
2023-04-13 00:00:00,11.37,12.51,11.27,12.39,598087.54
2023-04-14 00:00:00,12.39,13.56,12.19,12.68,842329.52
2023-04-15 00:00:00,12.68,12.9,12.44,12.55,235522.82
2023-04-16 00:00:00,12.55,12.75,12.3,12.6,297415.33
2023-04-17 00:00:00,12.6,12.84,12.14,12.31,289761.25
2023-04-18 00:00:00,12.31,12.76,12.15,12.72,292953.34
2023-04-19 00:00:00,12.72,13.11,11.11,11.31,686896.52
2023-04-20 00:00:00,11.31,11.47,10.85,11.04,404142.24
2023-04-21 00:00:00,11.04,11.19,9.866,10.16,345750.0
2023-04-22 00:00:00,10.16,10.43,9.979,10.32,212582.61
2023-04-23 00:00:00,10.32,10.33,9.771,10.23,153352.72
2023-04-24 00:00:00,10.23,10.41,9.985,10.23,152220.95
2023-04-25 00:00:00,10.23,10.47,9.794,10.37,134824.4
2023-04-26 00:00:00,10.37,10.87,9.485,10.04,242251.07
2023-04-27 00:00:00,10.04,10.38,9.975,10.18,171427.77
2023-04-28 00:00:00,10.18,10.23,9.903,10.17,69283.82
2023-04-29 00:00:00,10.17,10.89,10.12,10.75,274813.61
2023-04-30 00:00:00,10.75,10.91,10.29,10.3,202372.09
2023-05-01 00:00:00,10.3,10.34,8.938,9.924,178956.14
2023-05-02 00:00:00,9.924,9.995,9.774,9.921,114458.35
2023-05-03 00:00:00,9.921,10.14,9.467,10.02,180515.44
2023-05-04 00:00:00,10.02,10.02,9.589,9.681,68797.64
2023-05-05 00:00:00,9.681,9.913,9.568,9.848,55635.34
2023-05-06 00:00:00,9.848,9.897,9.034,9.224,129204.71
2023-05-07 00:00:00,9.224,9.437,9.163,9.225,80663.74
2023-05-08 00:00:00,9.225,9.284,8.06,8.329,352983.88
2023-05-09 00:00:00,8.329,8.394,8.114,8.371,84782.8
2023-05-10 00:00:00,8.371,8.767,8.055,8.636,308092.86
2023-05-11 00:00:00,8.636,8.636,7.895,8.07,172059.21
2023-05-12 00:00:00,8.07,8.333,7.749,8.309,211779.42
2023-05-13 00:00:00,8.309,8.361,8.171,8.273,53785.87
2023-05-14 00:00:00,8.273,8.707,8.1,8.471,80366.85
2023-05-15 00:00:00,8.471,8.999,8.3,8.614,146677.82
2023-05-16 00:00:00,8.614,8.729,8.433,8.541,102859.39
2023-05-17 00:00:00,8.541,8.871,8.332,8.713,119425.24
2023-05-18 00:00:00,8.713,8.748,8.34,8.524,169538.52
2023-05-19 00:00:00,8.524,8.539,8.361,8.44,261027.67
2023-05-20 00:00:00,8.44,8.51,8.331,8.45,207987.46
2023-05-21 00:00:00,8.45,8.48,8.063,8.16,61256.56
2023-05-22 00:00:00,8.16,8.209,7.982,8.101,149956.54
2023-05-23 00:00:00,8.101,8.553,8.021,8.514,113953.07
2023-05-24 00:00:00,8.514,8.527,7.946,8.08,160881.32
2023-05-25 00:00:00,8.08,8.089,7.753,7.97,221335.99
2023-05-26 00:00:00,7.97,8.158,7.831,8.062,77451.01
2023-05-27 00:00:00,8.062,8.258,8.043,8.234,81838.47
2023-05-28 00:00:00,8.234,8.647,8.205,8.525,156673.25
2023-05-29 00:00:00,8.525,8.628,8.224,8.504,168130.07
2023-05-30 00:00:00,8.504,8.605,8.393,8.501,95921.35
2023-05-31 00:00:00,8.501,8.792,8.178,8.356,299055.6
2023-06-01 00:00:00,8.356,8.648,8.286,8.557,184605.83
2023-06-02 00:00:00,8.557,9.18,8.41,9.054,360650.49
2023-06-03 00:00:00,9.054,9.187,8.89,8.982,56126.21
2023-06-04 00:00:00,8.982,9.412,8.843,9.185,176158.0
2023-06-05 00:00:00,9.185,9.235,7.894,8.128,415783.5
2023-06-06 00:00:00,8.128,8.352,7.63,8.239,250351.09
2023-06-07 00:00:00,8.239,8.248,7.632,7.708,205341.35
2023-06-08 00:00:00,7.708,7.817,7.552,7.688,118702.77
2023-06-09 00:00:00,7.688,7.777,7.28,7.447,142122.53
2023-06-10 00:00:00,7.447,7.447,5.42,6.018,605802.09
2023-06-11 00:00:00,6.018,6.705,5.863,6.251,368814.18
2023-06-12 00:00:00,6.251,6.455,6.093,6.26,333248.35
2023-06-13 00:00:00,6.26,6.529,6.096,6.251,223298.9
2023-06-14 00:00:00,6.251,6.426,5.909,6.034,256366.83
2023-06-15 00:00:00,6.034,6.286,5.954,6.22,162515.29
2023-06-16 00:00:00,6.22,6.328,6.022,6.3,140431.31
2023-06-17 00:00:00,6.3,7.065,6.221,6.999,269094.96
2023-06-18 00:00:00,6.999,7.243,6.57,6.729,154397.7
2023-06-19 00:00:00,6.729,7.036,6.671,6.95,83065.25
2023-06-20 00:00:00,6.95,7.278,6.661,7.222,171338.28
2023-06-21 00:00:00,7.222,7.595,7.094,7.469,238599.28
2023-06-22 00:00:00,7.469,7.823,7.298,7.37,222652.87
2023-06-23 00:00:00,7.37,7.955,7.303,7.647,215598.22
2023-06-24 00:00:00,7.647,7.747,7.152,7.347,166193.2
2023-06-25 00:00:00,7.347,7.952,7.333,7.55,166274.17
2023-06-26 00:00:00,7.55,7.719,7.188,7.279,287634.81
2023-06-27 00:00:00,7.279,7.535,7.271,7.43,87350.01
2023-06-28 00:00:00,7.43,7.43,6.672,6.93,226116.21
2023-06-29 00:00:00,6.93,7.568,6.882,7.15,200859.15
2023-06-30 00:00:00,7.15,7.5,6.677,7.242,183438.82
2023-07-01 00:00:00,7.242,7.398,7.049,7.398,82403.95
2023-07-02 00:00:00,7.398,7.44,7.111,7.331,207377.52
2023-07-03 00:00:00,7.331,7.618,7.312,7.509,202468.72
2023-07-04 00:00:00,7.509,8.317,7.492,7.661,409034.05
2023-07-05 00:00:00,7.661,7.938,7.292,7.43,242315.52
2023-07-06 00:00:00,7.43,7.699,7.076,7.113,127333.03
2023-07-07 00:00:00,7.113,7.278,7.036,7.22,163632.41
2023-07-08 00:00:00,7.22,7.26,6.895,7.07,124666.33
2023-07-09 00:00:00,7.07,7.237,7.02,7.09,104540.66
2023-07-10 00:00:00,7.09,7.198,6.817,7.099,187004.11
2023-07-11 00:00:00,7.099,7.13,6.912,7.04,109389.08
2023-07-12 00:00:00,7.04,7.115,6.851,6.981,131818.28
2023-07-13 00:00:00,6.981,7.7,6.921,7.568,257580.74
